restaurant_name,location,cuisines,rate,approx_cost_for_two,online_order,book_table,price_segment,rating_category
Thanco's Natural Ice Cream,HSR,"Ice Cream, Desserts",3.9,450,Yes,No,Low,Average
Shanghai Bistro,Sarjapur Road,"Chinese, Thai, Vietnamese",4.1,800,Yes,No,Mid,High Rating
Szechuan Dragon,HSR,"Chinese, Thai, Momos",3.9,600,Yes,No,Mid,Average
Desi Flavours,Koramangala 1st Block,"North Indian, Chinese, Biryani",3.9,400,Yes,No,Low,Average
Suryawanshi,Sarjapur Road,"Maharashtrian, Seafood",4.5,700,Yes,Yes,Mid,High Rating
Kanti Sweets,Bellandur,"Mithai, Street Food",4.0,400,Yes,No,Low,High Rating
Hotel Manu,HSR,"South Indian, Kerala, Chinese, North Indian",3.9,400,Yes,No,Low,Average
The Irish House,Bellandur,"European, American",4.2,1700,Yes,No,Premium,High Rating
OPUS Club,Sarjapur Road,"Continental, Italian, North Indian, Mexican",4.5,1900,No,Yes,Premium,High Rating
Happy Endings,Bellandur,"Bakery, Desserts, Italian",4.3,500,Yes,No,Low,High Rating
Sri Dalma,HSR,"Oriya, Bengali",3.8,350,Yes,No,Low,Average
Pabrai's Fresh & Naturelle Icecreams,HSR,"Ice Cream, Desserts",4.3,180,Yes,No,Low,High Rating
EggFactor - Street House,HSR,Fast Food,4.1,200,Yes,No,Low,High Rating
Nasi And Mee,Koramangala 4th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",4.4,1000,Yes,Yes,Mid,High Rating
154 Breakfast Club,Koramangala 3rd Block,"Cafe, Continental",4.0,900,Yes,Yes,Mid,High Rating
Tharavadu,HSR,"Chinese, North Indian, Kerala",3.8,400,Yes,No,Low,Average
nu.tree,Sarjapur Road,"North Indian, Healthy Food, Beverages",4.4,400,Yes,No,Low,High Rating
Corner House Ice Cream,HSR,"Ice Cream, Desserts",4.5,400,Yes,No,Low,High Rating
Savoury - Sea Shell Restaurant,BTM,"Arabian, North Indian, Chinese, Fast Food",3.9,550,Yes,No,Mid,Average
Shree Muthahalli Veg,HSR,"South Indian, North Indian, Chinese, Juices, Ice Cream",4.1,300,Yes,No,Low,High Rating
Biriyani Zone,HSR,"Biryani, North Indian, Chinese, Seafood",3.9,800,Yes,No,Mid,Average
Davanagere Benne Dose,HSR,South Indian,3.9,150,Yes,No,Low,Average
Sintales,Sarjapur Road,"Cafe, Continental, Pizza, Burger, Beverages",3.6,600,Yes,No,Mid,Average
Rang De Basanthi,Koramangala 4th Block,"North Indian, South Indian, Chinese",3.7,400,Yes,No,Low,Average
Cafe Terra,Koramangala 1st Block,"Cafe, Continental",4.1,700,Yes,No,Mid,High Rating
Kanua,Sarjapur Road,"Konkan, Mangalorean, Seafood",4.4,1400,Yes,Yes,Premium,High Rating
Ice N Fries Cafe,Sarjapur Road,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",3.8,200,Yes,No,Low,Average
Occasions,Koramangala 4th Block,"Bakery, Desserts",4.3,400,Yes,No,Low,High Rating
Tawa Ghar Ka,HSR,North Indian,3.8,350,Yes,No,Low,Average
Sardarji Ka Dhaba,Hosur Road,North Indian,4.0,250,Yes,No,Low,High Rating
Tapout Tavern,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",4.1,1200,Yes,Yes,Premium,High Rating
Zeeshan,Sarjapur Road,"North Indian, Kebab, Biryani, Rolls",2.6,700,Yes,No,Mid,Low Rating
Ruh,Bellandur,"North Indian, Mughlai, Mediterranean, Iranian",4.1,1000,Yes,Yes,Mid,High Rating
As On Fire,HSR,"Pizza, Fast Food, BBQ",3.8,400,Yes,No,Low,Average
Smally's Resto Cafe,HSR,"Cafe, Italian, Burger, American, Steak",4.0,650,Yes,No,Mid,High Rating
Kawaii,HSR,"Desserts, Ice Cream",3.8,500,Yes,No,Low,Average
Amour Fine Patisserie,HSR,"Cafe, Desserts, Continental",4.0,500,Yes,Yes,Low,High Rating
Kitchen On Table,HSR,"BBQ, Chinese, Japanese, Asian",4.3,1000,Yes,No,Mid,High Rating
Khai Khai,HSR,Bengali,3.9,450,Yes,No,Low,Average
Shake It Off,Bellandur,"Beverages, Fast Food",4.0,600,Yes,No,Mid,High Rating
Yummy Tummy,Bellandur,"Rolls, North Indian, Chinese, Biryani",3.0,400,Yes,No,Low,Average
Cafe Thulp,Bellandur,"Cafe, Burger, Italian, Salad",4.0,1000,Yes,Yes,Mid,High Rating
Third Wave Coffee Roasters,HSR,"Cafe, Continental",4.2,800,Yes,No,Mid,High Rating
Kumarakom,HSR,"Kerala, Seafood, South Indian, North Indian, Chinese",3.8,600,Yes,Yes,Mid,Average
Parika Multicuisine & Coastal Fine Dine,HSR,"Mangalorean, Seafood, North Indian, Chinese",3.9,1000,Yes,Yes,Mid,Average
Koshe Kosha,Koramangala 1st Block,"Bengali, Seafood",4.0,600,Yes,No,Mid,High Rating
Ghar Ka Khana,Koramangala 1st Block,North Indian,3.7,150,Yes,No,Low,Average
ReFresh Juice Junction,Koramangala 1st Block,"Juices, Fast Food",4.1,200,Yes,No,Low,High Rating
Foodiesthan,HSR,"Cafe, Fast Food, North Indian",3.7,600,Yes,No,Mid,Average
Sarvam,HSR,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",3.6,550,Yes,No,Mid,Average
Kwality Cakes N Bakes,HSR,"Bakery, Desserts",3.7,350,Yes,No,Low,Average
Andhra Bhojanam,Bellandur,Andhra,3.6,400,Yes,No,Low,Average
Aaharam,Koramangala 1st Block,"Chinese, North Indian",4.0,350,No,No,Low,High Rating
The Alphaa,Bommanahalli,"Andhra, North Indian, Chinese, Biryani, Seafood",3.8,550,Yes,No,Mid,Average
Hatti Punjab Di,Koramangala 1st Block,"North Indian, Chinese",3.9,250,Yes,No,Low,Average
Samosa Singh,HSR,"Street Food, Fast Food, Rolls, Desserts",4.0,200,Yes,No,Low,High Rating
TRUE BLEU RESTO CAFE,HSR,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",4.2,400,Yes,No,Low,High Rating
Meeraa's Beegara Oota,HSR,"South Indian, Biryani, Chinese",3.8,550,Yes,No,Mid,Average
Amrutha Grand Restaurant,Sarjapur Road,"North Indian, Biryani, Chinese",3.2,500,Yes,No,Low,Average
Northam's Pizza.Pita,HSR,"Italian, Pizza",4.1,450,Yes,No,Low,High Rating
Helloo Delhi,HSR,North Indian,3.9,1000,Yes,Yes,Mid,Average
Nanda's,Sarjapur Road,"North Indian, Chinese, Andhra",3.3,600,Yes,No,Mid,Average
Little Kitchen,Koramangala 1st Block,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",3.6,400,Yes,No,Low,Average
Poorvika Restro Cafe,HSR,"Chinese, North Indian",3.7,700,Yes,No,Mid,Average
Moti Mahal Delux,HSR,"North Indian, Mughlai",4.0,1000,Yes,Yes,Mid,High Rating
Noon's,HSR,Biryani,4.2,300,Yes,No,Low,High Rating
Dreams Cafe - All Day English Food St.,Koramangala 1st Block,"Cafe, Continental, Burger",3.8,600,Yes,No,Mid,Average
Kuttanadu,HSR,"Kerala, Chinese, Seafood, North Indian",2.8,700,Yes,No,Mid,Low Rating
Cinnamon,HSR,"North Indian, Chinese, Biryani",3.9,550,Yes,No,Mid,Average
Carlos Cake Cafe,Sarjapur Road,"Bakery, Desserts",3.8,300,Yes,No,Low,Average
Mynutrikitchen,HSR,"North Indian, Healthy Food",3.6,300,Yes,No,Low,Average
Atithi,HSR,"North Indian, Chinese, Street Food",3.9,800,Yes,Yes,Mid,Average
Cake Cafe,HSR,"Bakery, Desserts",4.0,300,Yes,No,Low,High Rating
Samaikya,HSR,"Andhra, Seafood, Biryani",3.9,900,Yes,Yes,Mid,Average
The Wok Shop,Koramangala 1st Block,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",4.1,500,Yes,No,Low,High Rating
Once Upon A Flame,HSR,"Steak, Continental, Burger, BBQ",4.5,1200,Yes,No,Premium,High Rating
Lungees Foods,Sarjapur Road,Kerala,3.7,500,Yes,No,Low,Average
Pizza Hut,HSR,"Pizza, Fast Food",3.1,750,Yes,No,Mid,Average
GKT Biryani World,HSR,"Biryani, Italian, BBQ",3.7,350,Yes,No,Low,Average
Tipsy Bull - The Bar Exchange,Bellandur,"North Indian, Chinese, Continental, Mexican",4.4,1400,Yes,Yes,Premium,High Rating
Banjara Melting Pot,Koramangala 4th Block,"North Indian, Chinese, Seafood",4.2,1700,Yes,Yes,Premium,High Rating
Sri Vishnu Grand,Sarjapur Road,"South Indian, North Indian, Chinese",3.8,400,Yes,No,Low,Average
The Rasaganga,HSR,"South Indian, North Indian, Chinese, Street Food",3.9,300,Yes,No,Low,Average
Rashtrakutas,HSR,"South Indian, Biryani, North Indian",4.0,800,Yes,Yes,Mid,High Rating
Biriyaniz,HSR,"Biryani, North Indian, Chinese, Andhra",3.4,400,Yes,No,Low,Average
Caffe Pascucci,HSR,"Cafe, Continental, Pizza, Italian, Beverages",4.1,950,Yes,Yes,Mid,High Rating
Shree Khana Khazana,HSR,"North Indian, Chinese, Rajasthani",3.9,450,Yes,No,Low,Average
Mangala Hotel,Koramangala 1st Block,"Kerala, Chinese, North Indian",3.6,300,Yes,No,Low,Average
Napoli Italian Bistro,HSR,"Italian, Mexican, Continental, Pizza",4.1,1200,Yes,Yes,Premium,High Rating
Sharaab Factory,Bellandur,"Biryani, North Indian",3.9,1500,Yes,Yes,Premium,Average
Chowpatty,Koramangala 1st Block,"North Indian, Fast Food, Street Food",3.6,300,Yes,No,Low,Average
Ambur Biryani Point,Koramangala 1st Block,"Biryani, Kebab",4.2,250,Yes,No,Low,High Rating
Paratha Plaza,HSR,North Indian,3.1,200,Yes,No,Low,Average
Cafe Mondo,HSR,"Cafe, Italian, Pizza, Chinese",3.6,700,Yes,No,Mid,Average
Zoey's,Sarjapur Road,"Cafe, Italian, Continental, Burger",4.3,600,Yes,No,Mid,High Rating
Goli Vada Pav No. 1,Bellandur,Street Food,3.3,200,Yes,No,Low,Average
PSV's Andhra Paradise,HSR,"Andhra, Chinese, North Indian, Hyderabadi",3.5,600,Yes,No,Mid,Average
SR Andhra Spicy House,Bommanahalli,Andhra,3.8,800,Yes,No,Mid,Average
Phulke Ghar Ke,Bellandur,"North Indian, Chinese",4.0,300,Yes,No,Low,High Rating
Qube Cafe,Koramangala 4th Block,"Cafe, Desserts",4.2,700,Yes,No,Mid,High Rating
Chaat Trail By Moti Mahal,HSR,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",3.9,300,Yes,Yes,Low,Average
Vintage Shack,HSR,"North Indian, Continental",3.9,900,Yes,Yes,Mid,Average
Beijing Bites,HSR,"Chinese, Thai",3.9,850,Yes,No,Mid,Average
Punjabi Nukkad Pure Veg,HSR,"North Indian, Chinese, Juices",4.0,500,Yes,No,Low,High Rating
Oldtown Dilli,Koramangala 4th Block,"Mughlai, North Indian, Turkish, Afghan",4.1,750,Yes,Yes,Mid,High Rating
Dhaba Bytes,HSR,North Indian,4.1,650,Yes,No,Mid,High Rating
Mumbai Xpress,Bellandur,"Fast Food, Street Food",2.9,350,Yes,No,Low,Low Rating
Reddy's Restaurant,HSR,"Andhra, Biryani, South Indian, Chinese",3.7,500,Yes,No,Low,Average
Le Charcoal Xpress,HSR,"Arabian, BBQ, Rolls, Lebanese",4.0,500,Yes,No,Low,High Rating
Just Delhiwala,Bellandur,North Indian,3.8,300,Yes,No,Low,Average
Petoo,Koramangala 1st Block,"North Indian, Fast Food, Street Food",3.8,800,Yes,No,Mid,Average
ReadyBowl,BTM,"Andhra, South Indian, North Indian, Biryani",3.7,400,Yes,No,Low,Average
Yum Kitchen,HSR,"North Indian, Chinese",3.2,600,Yes,No,Mid,Average
Madeena Hotel,HSR,"North Indian, Mughlai, Biryani",3.9,400,Yes,No,Low,Average
Hyderabad Biryaani Home,South Bangalore,"North Indian, Hyderabadi, Chinese",3.0,650,Yes,No,Mid,Average
Mumbai Kulfi,HSR,Ice Cream,4.0,100,Yes,No,Low,High Rating
New Delicacy,HSR,"Chinese, Thai, Momos",3.7,500,Yes,No,Low,Average
Savoury Restaurant,Sarjapur Road,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",2.9,800,Yes,No,Mid,Low Rating
Cafe Madhura,HSR,South Indian,3.8,200,Yes,No,Low,Average
Broadway - The Gourmet Theatre,HSR,"Japanese, North Indian, Italian, Korean, Mexican, Thai",4.2,1800,Yes,Yes,Premium,High Rating
Spicy Kitchen,HSR,"Andhra, North Indian",3.7,500,Yes,No,Low,Average
Indian Paratha Factory,HSR,North Indian,2.7,250,Yes,No,Low,Low Rating
Little Italy,Sarjapur Road,"Italian, Pizza",4.3,1500,Yes,Yes,Premium,High Rating
Pop Hop,Bellandur,"Ice Cream, Desserts",4.0,300,Yes,No,Low,High Rating
Khan Saheb Grills And Rolls,Sarjapur Road,"Biryani, Fast Food, Rolls",3.2,400,Yes,No,Low,Average
South Tiffins,HSR,South Indian,3.6,150,Yes,No,Low,Average
Chaai Resto,HSR,"Tea, Beverages, Fast Food",3.9,250,Yes,No,Low,Average
Parisar Veg Restaurant,Bommanahalli,"Chinese, North Indian, South Indian",3.6,400,Yes,No,Low,Average
Oregano Pizzeria,Koramangala 4th Block,"Cafe, Italian, Pizza",3.7,450,Yes,No,Low,Average
Zero Kelvin,Koramangala 4th Block,"Desserts, Beverages",4.3,450,Yes,No,Low,High Rating
Meghana Biryani,Bellandur,North Indian,2.3,800,Yes,No,Mid,Low Rating
Mealer.in,Sarjapur Road,"North Indian, Biryani",3.9,450,Yes,No,Low,Average
Rajesh Restaurant,HSR,"North Indian, Chinese, South Indian, Continental",3.5,700,Yes,Yes,Mid,Average
Feaster,HSR,"Continental, Asian, Chinese, Italian, North Indian",3.8,600,Yes,No,Mid,Average
That Garage Cafe,HSR,"Cafe, Italian, Continental, European, Biryani, Chinese",3.1,650,Yes,No,Mid,Average
Cake Dilim,HSR,"Bakery, Desserts",3.7,400,Yes,No,Low,Average
Filmy Kitchen,Bellandur,"North Indian, South Indian, Italian, Chinese, Fast Food",3.7,400,Yes,No,Low,Average
What's Cooking,HSR,North Indian,3.1,300,Yes,No,Low,Average
Intriicake,HSR,"Bakery, Desserts, Italian, North Indian, Fast Food",3.8,350,Yes,No,Low,Average
Pizza Cart,HSR,Pizza,3.8,800,Yes,No,Mid,Average
Keep It Straight Cafe,HSR,"Cafe, North Indian, Fast Food",3.9,500,Yes,Yes,Low,Average
The Sandwich Club,HSR,Fast Food,3.9,250,Yes,No,Low,Average
BIB - Breakfast in the Box,HSR,"American, Sandwich",3.8,600,Yes,No,Mid,Average
Drunken Monkey,HSR,"Beverages, Fast Food",4.0,400,Yes,No,Low,High Rating
Aroma Fine Dine,HSR,"North Indian, Mughlai, Chinese, South Indian",4.0,900,Yes,Yes,Mid,High Rating
HSR Agarval Bhavan,HSR,"South Indian, Street Food, Fast Food, Desserts, Beverages",3.2,400,Yes,No,Low,Average
Chaiwala,Koramangala 1st Block,Fast Food,3.1,100,Yes,No,Low,Average
Ramji Chaiwale,Koramangala 1st Block,"Beverages, Fast Food",3.8,250,Yes,No,Low,Average
Fun Kitchen,HSR,"North Indian, Chinese, Fast Food",3.8,400,Yes,No,Low,Average
Wow Vada Pav,HSR,"Street Food, Burger, Fast Food",3.7,150,No,No,Low,Average
Brimstone Cafe,HSR,"Cafe, Continental, Salad, Italian",4.0,1300,Yes,Yes,Premium,High Rating
Sunny Cafe & Kitchen,HSR,"Cafe, Continental, Beverages, Desserts",3.8,700,Yes,Yes,Mid,Average
Sufra Restaurant,HSR,"North Indian, Chinese",3.7,800,Yes,Yes,Mid,Average
Delite Chaat House,HSR,"Street Food, Gujarati",3.4,300,Yes,No,Low,Average
Punjab Di Shaan,HSR,North Indian,3.0,450,Yes,No,Low,Average
Cream Chemistry,HSR,"Ice Cream, Desserts",3.9,500,Yes,No,Low,Average
Maa Di Hatti,Koramangala 1st Block,North Indian,2.8,500,Yes,No,Low,Low Rating
Second Wife Cafe,HSR,"Arabian, North Indian",3.8,400,Yes,No,Low,Average
Howlin Wolf,HSR,"Italian, Mediterranean, European, Sandwich",4.1,700,Yes,No,Mid,High Rating
The Belgian Waffle Co.,HSR,"Desserts, Beverages",4.1,350,Yes,No,Low,High Rating
Bakingo,Koramangala 1st Block,"Bakery, Desserts",4.0,500,Yes,No,Low,High Rating
The Salad Studio,Bellandur,"Cafe, Healthy Food, Salad",4.0,400,Yes,No,Low,High Rating
Pizza Stop,Sarjapur Road,"Pizza, Italian",3.2,600,Yes,No,Mid,Average
Fusion Tadka,Bellandur,"North Indian, Chinese, Rajasthani",3.7,450,Yes,No,Low,Average
#L-81 Cafe,HSR,"Fast Food, Beverages",3.9,400,Yes,No,Low,Average
Foodzoo,HSR,"North Indian, Chinese, Street Food",3.7,300,Yes,No,Low,Average
Punjabi Chulha,Koramangala 1st Block,North Indian,3.8,400,Yes,No,Low,Average
Lazeez,Koramangala 1st Block,"North Indian, Mughlai, Biryani",2.4,600,Yes,No,Mid,Low Rating
The Rendezvous,Koramangala 4th Block,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",3.7,800,Yes,No,Mid,Average
Kabab Magic,Sarjapur Road,"North Indian, Kebab, Fast Food",2.9,500,Yes,No,Low,Low Rating
Swathi Spice n Ice,HSR,"Andhra, North Indian, Chinese",3.5,700,Yes,No,Mid,Average
Aaranya Restaurant,HSR,"North Indian, Chinese, Mughlai",3.4,800,Yes,No,Mid,Average
Southinn,HSR,"South Indian, Fast Food, Chinese, North Indian, Street Food",3.8,250,Yes,No,Low,Average
Butter Side Up,Bellandur,"Desserts, Bakery",4.1,600,Yes,No,Mid,High Rating
Cream Stone,HSR,"Desserts, Beverages",4.2,500,Yes,No,Low,High Rating
Punjabi Times,Bellandur,North Indian,4.1,1100,Yes,Yes,Premium,High Rating
Melange - Hotel Ekaa,Electronic City,"North Indian, Chinese, Continental, Mangalorean",3.2,900,Yes,Yes,Mid,Average
Abbabi Chicken,Bellandur,Fast Food,3.8,200,Yes,No,Low,Average
Mishmash,HSR,"Mediterranean, Continental, North Indian, Mughlai, Salad",3.9,1400,Yes,No,Premium,Average
Raichur Biryani House,HSR,"Biryani, North Indian, Chinese",3.8,400,Yes,No,Low,Average
Punjabi Tadka,HSR,"North Indian, Chinese",2.8,400,Yes,No,Low,Low Rating
Juice Junction Food Court,HSR,"Juices, South Indian, Chinese, Fast Food",3.8,200,Yes,No,Low,Average
Dragon's Kitchen,HSR,Chinese,3.1,500,Yes,No,Low,Average
Zayakedar,Bellandur,North Indian,4.0,250,Yes,No,Low,High Rating
Pingara,Koramangala 1st Block,"North Indian, Chinese, Mangalorean",3.8,550,Yes,No,Mid,Average
Sichuan,HSR,"Chinese, Asian, Seafood",4.0,800,Yes,No,Mid,High Rating
Lucknowiz,Koramangala 1st Block,"Lucknowi, Chinese",3.5,500,Yes,No,Low,Average
Kabab Mandra,Sarjapur Road,"North Indian, Chinese, Rolls",2.9,300,Yes,No,Low,Low Rating
Dande's Hyderabad Biryani,Bommanahalli,"Biryani, North Indian, Chinese",3.0,550,Yes,No,Mid,Average
Gusto's Pizza,Bellandur,"Pizza, Italian",3.0,500,Yes,No,Low,Average
Families Food Court,HSR,"North Indian, Chinese, Biryani, Rolls",3.9,400,Yes,No,Low,Average
Tasty Treat,HSR,"North Indian, Chinese, Biryani, Rolls",3.1,400,Yes,No,Low,Average
Grow Fit,HSR,"Healthy Food, North Indian, Thai",3.8,500,Yes,No,Low,Average
Sri Udupi Park,HSR,"South Indian, North Indian, Chinese, Beverages",4.0,300,Yes,No,Low,High Rating
Moriz Restaurant,Bellandur,"Arabian, North Indian, Seafood, Chinese, Biryani",2.6,800,Yes,No,Mid,Low Rating
Ajwa Thalassery Biryani,Sarjapur Road,"Biryani, South Indian",3.9,500,Yes,Yes,Low,Average
Charcoal Eats,HSR,"Mughlai, Biryani, Fast Food",4.0,500,Yes,No,Low,High Rating
Sharma's Malai & Masala,Koramangala 1st Block,North Indian,4.0,550,Yes,No,Mid,High Rating
Bonfooder,Sarjapur Road,North Indian,3.9,400,Yes,No,Low,Average
New Gongura Grand,HSR,"Andhra, Biryani, North Indian, Chinese",3.9,550,Yes,No,Mid,Average
Thalassery Restaurant,Bellandur,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",3.5,600,Yes,No,Mid,Average
A2B - Adyar Ananda Bhavan,HSR,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.8,400,Yes,No,Low,Low Rating
The Beer Cafe,Koramangala 4th Block,"Finger Food, Chinese, Italian, Burger",4.2,1300,Yes,Yes,Premium,High Rating
Sri Krishna Sagar,HSR,"South Indian, North Indian, Chinese, Street Food, Juices",3.5,400,Yes,No,Low,Average
Bonum cibum,HSR,"Lebanese, Turkish",4.5,1200,Yes,No,Premium,High Rating
Tetto,Koramangala 1st Block,Continental,3.7,1200,Yes,No,Premium,Average
Under The Hood,Koramangala 1st Block,"Salad, Healthy Food, Street Food",4.0,300,Yes,No,Low,High Rating
Birinz,HSR,"Biryani, Kebab, Fast Food",4.2,400,Yes,No,Low,High Rating
Snakk That,HSR,"Burger, Beverages, Fast Food",3.9,250,Yes,No,Low,Average
Bistro Claytopia,Koramangala 1st Block,"Cafe, American, Italian, Burger",4.1,600,Yes,Yes,Mid,High Rating
The Waffle Street,HSR,"Continental, Beverages, Burger, Coffee, Desserts",3.9,300,Yes,No,Low,Average
Mustard Cafe,Koramangala 3rd Block,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",4.1,800,Yes,No,Mid,High Rating
Grigliato,HSR,"Italian, Chinese, Continental, Steak",3.9,1000,Yes,No,Mid,Average
Mighty Paws,Sarjapur Road,Cafe,4.0,500,Yes,No,Low,High Rating
Chaat Street,HSR,"Street Food, North Indian",3.8,250,Yes,No,Low,Average
Grapevine,HSR,"Cafe, Continental, Italian, Beverages, Mediterranean",4.1,1200,Yes,Yes,Premium,High Rating
Krispy Kreme,HSR,"Desserts, Beverages",3.9,300,Yes,No,Low,Average
Pasta Street,Koramangala 4th Block,"Italian, Pizza, Salad",4.5,1300,Yes,Yes,Premium,High Rating
The Chocolate Room,HSR,"Cafe, Bakery, Fast Food, Desserts",3.9,600,Yes,No,Mid,Average
Mimansa @ Foxtrot,Koramangala 3rd Block,Cafe,4.4,1000,Yes,Yes,Mid,High Rating
Bangalore Cafe,HSR,"South Indian, Fast Food",3.7,400,Yes,No,Low,Average
Leon Grill,HSR,"Turkish, Arabian, Fast Food, Desserts, Healthy Food, Salad",4.3,450,Yes,No,Low,High Rating
Maia - Eat | Bake | Mom,Bellandur,"Continental, North Indian, Beverages",4.2,1200,Yes,Yes,Premium,High Rating
Rusbury Fresh Sweets And Savouries,HSR,"Mithai, Street Food",3.9,200,Yes,No,Low,Average
Bangaliana,HSR,Bengali,3.7,600,Yes,No,Mid,Average
Balle-Licious Kitchen,HSR,North Indian,3.9,400,Yes,No,Low,Average
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,HSR,"Cafe, Continental, Pizza, Salad",4.3,700,Yes,No,Mid,High Rating
The Egg Factory,HSR,"Continental, American",4.0,750,Yes,No,Mid,High Rating
The Rasoiya Street,HSR,"North Indian, Continental, Mediterranean, Chinese",4.1,800,Yes,Yes,Mid,High Rating
The Meal Story,Sarjapur Road,"North Indian, Street Food",4.2,700,Yes,No,Mid,High Rating
Manchow,Bellandur,"Chinese, Asian, Momos",3.8,600,Yes,Yes,Mid,Average
The Yogisthaan Cafe,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",4.1,600,Yes,No,Mid,High Rating
Purnabramha Maharashtrian Restaurant,HSR,Maharashtrian,3.7,850,Yes,No,Mid,Average
Habibi Falafel,Koramangala 1st Block,"Lebanese, Middle Eastern",4.3,300,Yes,No,Low,High Rating
Zee5 Loft,HSR,"Cafe, Burger, Pizza, Sandwich",4.4,700,Yes,No,Mid,High Rating
Hanoi - Vietnamese Cuisine,Koramangala 4th Block,Vietnamese,4.4,1000,Yes,Yes,Mid,High Rating
The Waffles Hut,HSR,Desserts,4.1,400,Yes,No,Low,High Rating
Pazzo,HSR,"American, Modern Indian, Italian, South Indian",4.3,700,Yes,No,Mid,High Rating
Mirch,HSR,"North Indian, Biryani",3.7,400,Yes,No,Low,Average
Mak n Vak - Fyn,HSR,"North Indian, Chinese",3.9,500,Yes,No,Low,Average
Bathinda Junction,HSR,North Indian,4.0,600,Yes,Yes,Mid,High Rating
The Vape,HSR,"Asian, Beverages",4.0,800,Yes,No,Mid,High Rating
Delitz Creamvilla Cafe,Bellandur,"Cafe, Desserts, Ice Cream",4.0,600,Yes,No,Mid,High Rating
Bathinda Dine,Bellandur,North Indian,4.0,950,Yes,No,Mid,High Rating
Xtreme Sports Bar,Sarjapur Road,"Continental, Chinese, North Indian",4.0,1300,Yes,Yes,Premium,High Rating
The Grub Central,HSR,"Cafe, Italian, Continental",4.0,700,Yes,Yes,Mid,High Rating
Roots,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental, Mangalorean",4.5,1200,Yes,Yes,Premium,High Rating
The Flying Cup,Sarjapur Road,"Beverages, Fast Food, Tea",4.2,150,Yes,No,Low,High Rating
Kadala Teera,Sarjapur Road,"Seafood, South Indian",3.8,600,Yes,No,Mid,Average
Wangs Kitchen,HSR,Chinese,2.4,1000,Yes,No,Mid,Low Rating
Cilantro,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",4.0,1500,Yes,Yes,Premium,High Rating
Shift,HSR,"Finger Food, Continental, North Indian",4.2,1500,Yes,Yes,Premium,High Rating
Tangerine - Davanam Sarovar Portico Suites,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",4.0,1100,Yes,Yes,Premium,High Rating
